facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
How do you tie a Windsor knot?,F0752,295,how to tie a windsor knot,295_Q00709_3868_1.jpg,295_Q00709_3868_2.jpg,295_Q00709_3868_3.jpg,295_Q00711_1187_1.jpg,295_Q00711_1187_2.jpg,295_Q00711_1187_3.jpg,295_Q00182_3490_1.jpg,295_Q00182_3490_2.jpg,295_Q00182_3490_3.jpg,295_Q02101_1467_1.jpg,295_Q02101_1467_2.jpg,295_Q02101_1467_3.jpg,Learn how to tie a full Windsor knot.
I am looking for the history of and a summary of the work performed at the Hawaiian Volcano Observatories.,F0525,228,hawaiian volcano observatories,228_Q00684_3560_1.jpg,228_Q00684_3560_2.jpg,228_Q00684_3560_3.jpg,228_Q01764_2561_1.jpg,228_Q01764_2561_2.jpg,228_Q01764_2561_3.jpg,228_Q05139_1197_1.jpg,228_Q05139_1197_2.jpg,228_Q05139_1197_3.jpg,228_Q02043_2380_1.jpg,228_Q02043_2380_2.jpg,228_Q02043_2380_3.jpg,"Seeking information on the history and work performed at the Hawaiian Volcano Observatories, including the duration of monitoring Kilauea."
What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,Exploring surgical options for carpal tunnel syndrome.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02398_3750_1.jpg,273_Q02398_3750_2.jpg,273_Q02398_3750_3.jpg,273_Q02938_291_1.jpg,273_Q02938_291_2.jpg,273_Q02938_291_3.jpg,273_Q03507_2471_1.jpg,273_Q03507_2471_2.jpg,273_Q03507_2471_3.jpg,273_Q02355_2020_1.jpg,273_Q02355_2020_2.jpg,273_Q02355_2020_3.jpg,Understanding Wilson's disease's relationship with zinc.
Where can I buy rock and roll posters?,F0311,174,rock art,174_Q05000_1058_1.jpg,174_Q05000_1058_2.jpg,174_Q05000_1058_3.jpg,174_Q04997_1055_1.jpg,174_Q04997_1055_2.jpg,174_Q04997_1055_3.jpg,174_Q01841_3284_1.jpg,174_Q01841_3284_2.jpg,174_Q01841_3284_3.jpg,174_Q03440_1704_1.jpg,174_Q03440_1704_2.jpg,174_Q03440_1704_3.jpg,Find a place to purchase rock and roll posters like in the specified images.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q00467_1292_1.jpg,278_Q00467_1292_2.jpg,278_Q00467_1292_3.jpg,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,278_Q02560_3577_1.jpg,278_Q02560_3577_2.jpg,278_Q02560_3577_3.jpg,278_Q02948_3505_1.jpg,278_Q02948_3505_2.jpg,278_Q02948_3505_3.jpg,Obtain Mister Rogers' videos.
What are the health benefits associated with eating dark chocolate?,F0539,234,dark chocolate health benefits,234_Q02693_1683_1.jpg,234_Q02693_1683_2.jpg,234_Q02693_1683_3.jpg,234_Q02059_2551_1.jpg,234_Q02059_2551_2.jpg,234_Q02059_2551_3.jpg,234_Q00430_2304_1.jpg,234_Q00430_2304_2.jpg,234_Q00430_2304_3.jpg,234_Q05464_1522_1.jpg,234_Q05464_1522_2.jpg,234_Q05464_1522_3.jpg,Interest in the health benefits of dark chocolate.
contact information for Jax Chemical Company,F0152,138,jax chemical company,138_Q01762_552_1.jpg,138_Q01762_552_2.jpg,138_Q01762_552_3.jpg,138_Q01732_2088_1.jpg,138_Q01732_2088_2.jpg,138_Q01732_2088_3.jpg,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,138_Q04473_531_1.jpg,138_Q04473_531_2.jpg,138_Q04473_531_3.jpg,Looking for the contact information for Jax Chemical Company.
Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,Find information on tornado shelters.
Find information on male menopause medication.,F0509,222,male menopause,222_Q00578_1377_1.jpg,222_Q00578_1377_2.jpg,222_Q00578_1377_3.jpg,222_Q03645_3923_1.jpg,222_Q03645_3923_2.jpg,222_Q03645_3923_3.jpg,222_Q04570_628_1.jpg,222_Q04570_628_2.jpg,222_Q04570_628_3.jpg,222_Q04571_629_1.jpg,222_Q04571_629_2.jpg,222_Q04571_629_3.jpg,Learn about medications related to male menopause.
What are the early signs of a heart attack?,F0315,175,signs of a heartattack,175_Q02577_3395_1.jpg,175_Q02577_3395_2.jpg,175_Q02577_3395_3.jpg,175_Q00041_759_1.jpg,175_Q00041_759_2.jpg,175_Q00041_759_3.jpg,175_Q03243_1178_1.jpg,175_Q03243_1178_2.jpg,175_Q03243_1178_3.jpg,175_Q00055_671_1.jpg,175_Q00055_671_2.jpg,175_Q00055_671_3.jpg,Wants to know the early signs of a heart attack.
What are the withdrawal limitations for a 403b retirement plan?,F0205,151,403b,151_Q03896_3429_1.jpg,151_Q03896_3429_2.jpg,151_Q03896_3429_3.jpg,151_Q04008_66_1.jpg,151_Q04008_66_2.jpg,151_Q04008_66_3.jpg,151_Q04004_62_1.jpg,151_Q04004_62_2.jpg,151_Q04004_62_3.jpg,151_Q01074_1631_1.jpg,151_Q01074_1631_2.jpg,151_Q01074_1631_3.jpg,"The user is interested in how a 403b retirement plan works, withdrawal limits, and potentially the fees associated with a 403b."
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,The user wants to know about activities that cause carpal tunnel syndrome.
What are the regulations for hunting and fishing in Arizona?,F0239,16,arizona game and fish,16_Q03263_1707_1.jpg,16_Q03263_1707_2.jpg,16_Q03263_1707_3.jpg,16_Q01823_2629_1.jpg,16_Q01823_2629_2.jpg,16_Q01823_2629_3.jpg,16_Q03280_3274_1.jpg,16_Q03280_3274_2.jpg,16_Q03280_3274_3.jpg,16_Q01947_1204_1.jpg,16_Q01947_1204_2.jpg,16_Q01947_1204_3.jpg,Get information on hunting and fishing regulations in Arizona.
What methods were used for the recovery of the USS Cole?,F0680,275,uss cole,275_Q04036_94_1.jpg,275_Q04036_94_2.jpg,275_Q04036_94_3.jpg,275_Q03586_1373_1.jpg,275_Q03586_1373_2.jpg,275_Q03586_1373_3.jpg,275_Q01993_1510_1.jpg,275_Q01993_1510_2.jpg,275_Q01993_1510_3.jpg,275_Q03703_761_1.jpg,275_Q03703_761_2.jpg,275_Q03703_761_3.jpg,Explore details and methods of the recovery efforts for the USS Cole.
"Find information on organizing a raffle, for example for a charity or school.",F1045,93,raffles,93_Q02831_2212_1.jpg,93_Q02831_2212_2.jpg,93_Q02831_2212_3.jpg,93_Q00166_830_1.jpg,93_Q00166_830_2.jpg,93_Q00166_830_3.jpg,93_Q00128_2886_1.jpg,93_Q00128_2886_2.jpg,93_Q00128_2886_3.jpg,93_Q04265_323_1.jpg,93_Q04265_323_2.jpg,93_Q04265_323_3.jpg,Looking for information on organizing a raffle for a charity or school.
What are the side effects of BPH treatments?,F0444,207,bph treatment,207_Q03627_328_1.jpg,207_Q03627_328_2.jpg,207_Q03627_328_3.jpg,207_Q00812_1333_1.jpg,207_Q00812_1333_2.jpg,207_Q00812_1333_3.jpg,207_Q00600_1590_1.jpg,207_Q00600_1590_2.jpg,207_Q00600_1590_3.jpg,207_Q00860_573_1.jpg,207_Q00860_573_2.jpg,207_Q00860_573_3.jpg,Understanding potential negative outcomes of treatments and exploring home remedies for BPH.
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,Learn about activities associated with carpal tunnel syndrome.
Find reviews of hair dye removers.,F0538,233,hair dye,233_Q02561_2218_1.jpg,233_Q02561_2218_2.jpg,233_Q02561_2218_3.jpg,233_Q01668_2583_1.jpg,233_Q01668_2583_2.jpg,233_Q01668_2583_3.jpg,233_Q00085_2342_1.jpg,233_Q00085_2342_2.jpg,233_Q00085_2342_3.jpg,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,Looking for reviews on hair dye remover.
What were the causes of the American revolutionary war?,F0631,260,the american revolutionary,260_Q03472_2870_1.jpg,260_Q03472_2870_2.jpg,260_Q03472_2870_3.jpg,260_Q01787_1322_1.jpg,260_Q01787_1322_2.jpg,260_Q01787_1322_3.jpg,260_Q03955_13_1.jpg,260_Q03955_13_2.jpg,260_Q03955_13_3.jpg,260_Q03583_2057_1.jpg,260_Q03583_2057_2.jpg,260_Q03583_2057_3.jpg,Understanding the causes of the American Revolutionary War.
types of research projects performed at PNL,F0067,115,pacific northwest laboratory,115_Q00925_3009_1.jpg,115_Q00925_3009_2.jpg,115_Q00925_3009_3.jpg,115_Q01266_2961_1.jpg,115_Q01266_2961_2.jpg,115_Q01266_2961_3.jpg,115_Q01748_1251_1.jpg,115_Q01748_1251_2.jpg,115_Q01748_1251_3.jpg,115_Q01284_2995_1.jpg,115_Q01284_2995_2.jpg,115_Q01284_2995_3.jpg,Learn about the research done at the specific company.
What is the value of a rare wheat US penny?,F0341,181,old coins,181_Q02587_1130_1.jpg,181_Q02587_1130_2.jpg,181_Q02587_1130_3.jpg,181_Q05436_1494_1.jpg,181_Q05436_1494_2.jpg,181_Q05436_1494_3.jpg,181_Q01482_3760_1.jpg,181_Q01482_3760_2.jpg,181_Q01482_3760_3.jpg,181_Q05439_1497_1.jpg,181_Q05439_1497_2.jpg,181_Q05439_1497_3.jpg,Learning about the value of a rare wheat US penny.
Do any internet providers still sell dial-up?,F0005,10,cheap internet,10_Q01453_944_1.jpg,10_Q01453_944_2.jpg,10_Q01453_944_3.jpg,10_Q05643_1701_1.jpg,10_Q05643_1701_2.jpg,10_Q05643_1701_3.jpg,10_Q05638_1696_1.jpg,10_Q05638_1696_2.jpg,10_Q05638_1696_3.jpg,10_Q05642_1700_1.jpg,10_Q05642_1700_2.jpg,10_Q05642_1700_3.jpg,Find news about internet providers that still offer dial-up internet.
Find info about the raspberry pi foundation.,F0422,201,raspberry pi,201_Q00365_741_1.jpg,201_Q00365_741_2.jpg,201_Q00365_741_3.jpg,201_Q04449_507_1.jpg,201_Q04449_507_2.jpg,201_Q04449_507_3.jpg,201_Q04452_510_1.jpg,201_Q04452_510_2.jpg,201_Q04452_510_3.jpg,201_Q03847_2217_1.jpg,201_Q03847_2217_2.jpg,201_Q03847_2217_3.jpg,Information about the Raspberry Pi Foundation.
Which exercises can bring relief from CTS?,F0477,213,carpal tunnel syndrome,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,The user wants to know about exercises that can bring relief from carpal tunnel syndrome (CTS).
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q04313_371_1.jpg,208_Q04313_371_2.jpg,208_Q04313_371_3.jpg,208_Q02248_2328_1.jpg,208_Q02248_2328_2.jpg,208_Q02248_2328_3.jpg,208_Q02344_1650_1.jpg,208_Q02344_1650_2.jpg,208_Q02344_1650_3.jpg,208_Q01483_1144_1.jpg,208_Q01483_1144_2.jpg,208_Q01483_1144_3.jpg,The user is interested in learning about the actors who received Academy Award nominations for the film Doctor Zhivago.
Where can I buy replacement parts for pressure washers?,F0390,195,pressure washers,195_Q01432_7_1.jpg,195_Q01432_7_2.jpg,195_Q01432_7_3.jpg,195_Q01345_2289_1.jpg,195_Q01345_2289_2.jpg,195_Q01345_2289_3.jpg,195_Q01169_526_1.jpg,195_Q01169_526_2.jpg,195_Q01169_526_3.jpg,195_Q05652_1710_1.jpg,195_Q05652_1710_2.jpg,195_Q05652_1710_3.jpg,The user is interested in replacement parts for a pressure washer.
"""Find information about the Pink Floyd album, """"The Wall""""""",F1038,92,the wall,92_Q00225_1168_1.jpg,92_Q00225_1168_2.jpg,92_Q00225_1168_3.jpg,92_Q05256_1314_1.jpg,92_Q05256_1314_2.jpg,92_Q05256_1314_3.jpg,92_Q00114_1568_1.jpg,92_Q00114_1568_2.jpg,92_Q00114_1568_3.jpg,92_Q01290_2491_1.jpg,92_Q01290_2491_2.jpg,92_Q01290_2491_3.jpg,"Looking for information about the Pink Floyd album, ""The Wall."""
Describe the anatomy of horses' feet and hooves.,F0861,51,horse hooves,51_Q03388_351_1.jpg,51_Q03388_351_2.jpg,51_Q03388_351_3.jpg,51_Q01742_534_1.jpg,51_Q01742_534_2.jpg,51_Q01742_534_3.jpg,51_Q04124_182_1.jpg,51_Q04124_182_2.jpg,51_Q04124_182_3.jpg,51_Q01980_531_1.jpg,51_Q01980_531_2.jpg,51_Q01980_531_3.jpg,Learn about the anatomy of horse hooves.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q03292_3046_1.jpg,208_Q03292_3046_2.jpg,208_Q03292_3046_3.jpg,208_Q04315_373_1.jpg,208_Q04315_373_2.jpg,208_Q04315_373_3.jpg,208_Q01483_1144_1.jpg,208_Q01483_1144_2.jpg,208_Q01483_1144_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,"Learn about Boris Pasternak, his life, and the story behind writing and printing the novel ""Dr. Zhivago."""
Find pictures of horse hooves.,F0859,51,horse hooves,51_Q04124_182_1.jpg,51_Q04124_182_2.jpg,51_Q04124_182_3.jpg,51_Q01633_1901_1.jpg,51_Q01633_1901_2.jpg,51_Q01633_1901_3.jpg,51_Q01742_534_1.jpg,51_Q01742_534_2.jpg,51_Q01742_534_3.jpg,51_Q04123_181_1.jpg,51_Q04123_181_2.jpg,51_Q04123_181_3.jpg,Find pictures of horse hooves.
Where can I find Volvo semi trucks for sale (new or used)?,F0458,21,volvo,21_Q03647_3345_1.jpg,21_Q03647_3345_2.jpg,21_Q03647_3345_3.jpg,21_Q02974_440_1.jpg,21_Q02974_440_2.jpg,21_Q02974_440_3.jpg,21_Q03674_1561_1.jpg,21_Q03674_1561_2.jpg,21_Q03674_1561_3.jpg,21_Q00608_628_1.jpg,21_Q00608_628_2.jpg,21_Q00608_628_3.jpg,Exploring options for buying new or used Volvo semi trucks in California.
Find pictures of various designer dog breeds.,F0389,194,designer dog breeds,194_Q02262_3417_1.jpg,194_Q02262_3417_2.jpg,194_Q02262_3417_3.jpg,194_Q00110_3031_1.jpg,194_Q00110_3031_2.jpg,194_Q00110_3031_3.jpg,194_Q00481_642_1.jpg,194_Q00481_642_2.jpg,194_Q00481_642_3.jpg,194_Q02267_1428_1.jpg,194_Q02267_1428_2.jpg,194_Q02267_1428_3.jpg,Find pictures of various designer dog breeds and learn what breeds are considered designer dog breeds.
I'm looking for sites that announce new PlayStation 2 games.,F0731,29,ps 2 games,29_Q02932_911_1.jpg,29_Q02932_911_2.jpg,29_Q02932_911_3.jpg,29_Q03066_1073_1.jpg,29_Q03066_1073_2.jpg,29_Q03066_1073_3.jpg,29_Q02531_2585_1.jpg,29_Q02531_2585_2.jpg,29_Q02531_2585_3.jpg,29_Q04895_953_1.jpg,29_Q04895_953_2.jpg,29_Q04895_953_3.jpg,Finding sources that provide updates on new PlayStation 2 game releases.
Find information on cave paintings in France.,F0310,174,rock art,174_Q04998_1056_1.jpg,174_Q04998_1056_2.jpg,174_Q04998_1056_3.jpg,174_Q03440_1704_1.jpg,174_Q03440_1704_2.jpg,174_Q03440_1704_3.jpg,174_Q05001_1059_1.jpg,174_Q05001_1059_2.jpg,174_Q05001_1059_3.jpg,174_Q01841_3284_1.jpg,174_Q01841_3284_2.jpg,174_Q01841_3284_3.jpg,Finding information on cave paintings in France.
Find tax forms and other information on filing individual taxes.,F0074,116,california franchise tax board,116_Q02260_2937_1.jpg,116_Q02260_2937_2.jpg,116_Q02260_2937_3.jpg,116_Q01835_2174_1.jpg,116_Q01835_2174_2.jpg,116_Q01835_2174_3.jpg,116_Q03943_1_1.jpg,116_Q03943_1_2.jpg,116_Q03943_1_3.jpg,116_Q00929_67_1.jpg,116_Q00929_67_2.jpg,116_Q00929_67_3.jpg,Finding tax forms and information for filing individual taxes.
Find information about Mister Rogers' Purple Panda.,F0690,278,mister rogers,278_Q03258_963_1.jpg,278_Q03258_963_2.jpg,278_Q03258_963_3.jpg,278_Q01721_372_1.jpg,278_Q01721_372_2.jpg,278_Q01721_372_3.jpg,278_Q00320_3500_1.jpg,278_Q00320_3500_2.jpg,278_Q00320_3500_3.jpg,278_Q03432_2824_1.jpg,278_Q03432_2824_2.jpg,278_Q03432_2824_3.jpg,Finding information about Mister Rogers' Purple Panda.
What is the world's biggest dog?,F0531,230,world's biggest dog,230_Q05114_1172_1.jpg,230_Q05114_1172_2.jpg,230_Q05114_1172_3.jpg,230_Q03080_2040_1.jpg,230_Q03080_2040_2.jpg,230_Q03080_2040_3.jpg,230_Q05113_1171_1.jpg,230_Q05113_1171_2.jpg,230_Q05113_1171_3.jpg,230_Q05111_1169_1.jpg,230_Q05111_1169_2.jpg,230_Q05111_1169_3.jpg,User is interested in seeing pictures of the world's biggest dog.
Find personal stories about living with OCD.,F1024,89,ocd,89_Q01031_2920_1.jpg,89_Q01031_2920_2.jpg,89_Q01031_2920_3.jpg,89_Q04099_157_1.jpg,89_Q04099_157_2.jpg,89_Q04099_157_3.jpg,89_Q04098_156_1.jpg,89_Q04098_156_2.jpg,89_Q04098_156_3.jpg,89_Q03535_3231_1.jpg,89_Q03535_3231_2.jpg,89_Q03535_3231_3.jpg,The user wants to learn about personal experiences of people with OCD.
I'm looking for information and courses on designing web sites.,F0782,32,website design hosting,32_Q05523_1581_1.jpg,32_Q05523_1581_2.jpg,32_Q05523_1581_3.jpg,32_Q05526_1584_1.jpg,32_Q05526_1584_2.jpg,32_Q05526_1584_3.jpg,32_Q01922_719_1.jpg,32_Q01922_719_2.jpg,32_Q01922_719_3.jpg,32_Q02576_3832_1.jpg,32_Q02576_3832_2.jpg,32_Q02576_3832_3.jpg,"Gather information and explore options related to website design, potentially for both a blog and online retail."
Find images of the American Revolution.,F0630,260,the american revolutionary,260_Q01908_2958_1.jpg,260_Q01908_2958_2.jpg,260_Q01908_2958_3.jpg,260_Q03583_2057_1.jpg,260_Q03583_2057_2.jpg,260_Q03583_2057_3.jpg,260_Q03957_15_1.jpg,260_Q03957_15_2.jpg,260_Q03957_15_3.jpg,260_Q00032_1491_1.jpg,260_Q00032_1491_2.jpg,260_Q00032_1491_3.jpg,Find more images of the American Revolution.
Find crash diet plans that promise quick weight loss in a short period of time.,F0977,78,dieting,78_Q04353_411_1.jpg,78_Q04353_411_2.jpg,78_Q04353_411_3.jpg,78_Q00368_3792_1.jpg,78_Q00368_3792_2.jpg,78_Q00368_3792_3.jpg,78_Q00367_1411_1.jpg,78_Q00367_1411_2.jpg,78_Q00367_1411_3.jpg,78_Q04355_413_1.jpg,78_Q04355_413_2.jpg,78_Q04355_413_3.jpg,Information about crash diet plans that promise quick weight loss in a short period of time.
Who is eligible for a 403b plan?,F0202,151,403b,151_Q03831_100_1.jpg,151_Q03831_100_2.jpg,151_Q03831_100_3.jpg,151_Q04006_64_1.jpg,151_Q04006_64_2.jpg,151_Q04006_64_3.jpg,151_Q01960_2445_1.jpg,151_Q01960_2445_2.jpg,151_Q01960_2445_3.jpg,151_Q01576_2874_1.jpg,151_Q01576_2874_2.jpg,151_Q01576_2874_3.jpg,Learn about eligibility for the 403b plan.
How can I identify different types of moths?,F0919,64,moths,64_Q03479_2899_1.jpg,64_Q03479_2899_2.jpg,64_Q03479_2899_3.jpg,64_Q04282_340_1.jpg,64_Q04282_340_2.jpg,64_Q04282_340_3.jpg,64_Q04287_345_1.jpg,64_Q04287_345_2.jpg,64_Q04287_345_3.jpg,64_Q00325_3514_1.jpg,64_Q00325_3514_2.jpg,64_Q00325_3514_3.jpg,Learn how to identify different types of moths.
Find homepages of faculty members at the University of Phoenix.,F0224,156,university of phoenix,156_Q01611_3111_1.jpg,156_Q01611_3111_2.jpg,288_Q03105_3110_3.jpg,156_Q05587_1645_1.jpg,156_Q05587_1645_2.jpg,156_Q05587_1645_3.jpg,156_Q02192_2165_1.jpg,156_Q02192_2165_2.jpg,156_Q02192_2165_3.jpg,156_Q05586_1644_1.jpg,156_Q05586_1644_2.jpg,156_Q05586_1644_3.jpg,Interested in faculty information from the University of Phoenix.
What is pink slime?,F0759,299,pink slime in ground beef,299_Q02135_2520_1.jpg,299_Q02135_2520_2.jpg,299_Q02135_2520_3.jpg,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,299_Q02436_1057_1.jpg,299_Q02436_1057_2.jpg,299_Q02436_1057_3.jpg,299_Q00783_3605_1.jpg,299_Q00783_3605_2.jpg,299_Q00783_3605_3.jpg,Learn more about what pink slime is.
"Find information about hotels in Traverse City, Michigan.",F0520,226,traverse city,226_Q03949_7_1.jpg,226_Q03949_7_2.jpg,226_Q03949_7_3.jpg,226_Q01977_2766_1.jpg,226_Q01977_2766_2.jpg,226_Q01977_2766_3.jpg,226_Q00354_3056_1.jpg,226_Q00354_3056_2.jpg,226_Q00354_3056_3.jpg,226_Q00359_3080_1.jpg,226_Q00359_3080_2.jpg,226_Q00359_3080_3.jpg,The user is interested in learning about hotels in Traverse City.
Find pictures of pink slime.,F0762,299,pink slime in ground beef,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,299_Q02130_2691_1.jpg,299_Q02130_2691_2.jpg,299_Q02130_2691_3.jpg,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,299_Q02205_2307_1.jpg,299_Q02205_2307_2.jpg,299_Q02205_2307_3.jpg,Interested in finding specific visuals related to pink slime.
What are some lifestyle measures for managing BPH?,F0441,207,bph treatment,207_Q02270_2105_1.jpg,207_Q02270_2105_2.jpg,207_Q02270_2105_3.jpg,207_Q03627_328_1.jpg,207_Q03627_328_2.jpg,207_Q03627_328_3.jpg,207_Q00646_150_1.jpg,207_Q00646_150_2.jpg,207_Q00646_150_3.jpg,207_Q03368_1442_1.jpg,207_Q03368_1442_2.jpg,207_Q03368_1442_3.jpg,Looking for lifestyle measures for managing BPH in humans.
What are some small space decorating dos and don'ts?,F0248,161,furniture for small spaces,161_Q04082_140_1.jpg,161_Q04082_140_2.jpg,161_Q04082_140_3.jpg,161_Q02451_2974_1.jpg,161_Q02451_2974_2.jpg,161_Q02451_2974_3.jpg,161_Q00932_3492_1.jpg,161_Q00932_3492_2.jpg,161_Q00932_3492_3.jpg,161_Q04079_137_1.jpg,161_Q04079_137_2.jpg,161_Q04079_137_3.jpg,Looking for small space decorating dos and don'ts.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q01204_421_1.jpg,208_Q01204_421_2.jpg,208_Q01204_421_3.jpg,208_Q03555_2131_1.jpg,208_Q03555_2131_2.jpg,208_Q03555_2131_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,208_Q04314_372_1.jpg,208_Q04314_372_2.jpg,208_Q04314_372_3.jpg,Learn about the Oscars related to the film Doctor Zhivago.
Find symptoms of Barrett's Esophagus.,F0601,254,barrett's esophagus,254_Q05603_1661_1.jpg,254_Q05603_1661_2.jpg,254_Q05603_1661_3.jpg,254_Q03833_1985_1.jpg,254_Q03833_1985_2.jpg,254_Q03833_1985_3.jpg,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg,254_Q02677_2844_1.jpg,254_Q02677_2844_2.jpg,254_Q02677_2844_3.jpg,Know more about the symptoms associated with Barrett's Esophagus.
What are some remedies for a lump in the throat?,F0549,237,lump in throat,237_Q02478_2063_1.jpg,237_Q02478_2063_2.jpg,237_Q02478_2063_3.jpg,237_Q03649_768_1.jpg,237_Q03649_768_2.jpg,237_Q03649_768_3.jpg,237_Q04655_713_1.jpg,237_Q04655_713_2.jpg,237_Q04655_713_3.jpg,237_Q04653_711_1.jpg,237_Q04653_711_2.jpg,237_Q04653_711_3.jpg,Finding remedies for a lump in the throat.
What are the requirements to become a Tennessee Highway Patrol State Trooper?,F0197,150,tn highway patrol,150_Q04409_467_1.jpg,150_Q04409_467_2.jpg,150_Q04409_467_3.jpg,150_Q03557_2228_1.jpg,150_Q03557_2228_2.jpg,150_Q03557_2228_3.jpg,150_Q04407_465_1.jpg,150_Q04407_465_2.jpg,150_Q04407_465_3.jpg,150_Q01492_3772_1.jpg,150_Q01492_3772_2.jpg,150_Q01492_3772_3.jpg,The user is interested in learning about the requirements to become a TN Highway Patrol officer.
What maintenance does a septic system require?,F0231,158,septic system design,158_Q01054_2343_1.jpg,158_Q01054_2343_2.jpg,158_Q01054_2343_3.jpg,158_Q03455_930_1.jpg,158_Q03455_930_2.jpg,158_Q03455_930_3.jpg,158_Q00096_112_1.jpg,158_Q00096_112_2.jpg,158_Q00096_112_3.jpg,158_Q01050_1408_1.jpg,158_Q01050_1408_2.jpg,158_Q01050_1408_3.jpg,Learn about the upkeep of a septic system.
