id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3
44,"What tourist attractions are in Cass County, MO?",F0035,107,cass county missouri,Do you want to see the fair?,"No, I'm not interested in the fair.",Q04129,107_Q04129_187_1.jpg,107_Q04129_187_2.jpg,107_Q04129_187_3.jpg,do you want to know about the crime rate in cass county missouri,I'm primarily interested in learning about attractions in the area.,Q01995,107_Q01995_3872_1.jpg,107_Q01995_3872_2.jpg,107_Q01995_3872_3.jpg,can i help you find something on a map,I want tourist attractions in cass county mo.,Q01469,107_Q01469_3576_1.jpg,107_Q01469_3576_2.jpg,107_Q01469_3576_3.jpg
45,"What tourist attractions are in Cass County, MO?",F0035,107,cass county missouri,Do you want to see the fair?,"No, I'm not interested in attending the fair.",Q04129,107_Q04129_187_1.jpg,107_Q04129_187_2.jpg,107_Q04129_187_3.jpg,is there any important documents youre trying to access,I am interested in gathering more details about attractions in a specific location.,Q02610,107_Q02610_1290_1.jpg,107_Q02610_1290_2.jpg,107_Q02610_1290_3.jpg,can i help you find something on a map,"Actually, I'm interested in learning about what tourist attractions are in Cass County, MO.",Q01469,107_Q01469_3576_1.jpg,107_Q01469_3576_2.jpg,107_Q01469_3576_3.jpg
46,"What tourist attractions are in Cass County, MO?",F0035,107,cass county missouri,which part of cass county are you referring to,"No, I'm not interested in specific parts at the moment.",Q03051,107_Q03051_2988_1.jpg,107_Q03051_2988_2.jpg,107_Q03051_2988_3.jpg,can i help you find something on a map,I have an interest in discovering attractions in a specific area.,Q01469,107_Q01469_3576_1.jpg,107_Q01469_3576_2.jpg,107_Q01469_3576_3.jpg,are you looking for a specific part of missouri,"Yes, I'm looking for tourist attractions in Cass County.",Q00685,107_Q00685_2871_1.jpg,107_Q00685_2871_2.jpg,107_Q00685_2871_3.jpg
47,"Historical facts about Cass County, Missouri.",F0036,107,cass county missouri,do you want to know about the crime rate in cass county missouri,"No, I don't have that information.",Q01995,107_Q01995_3872_1.jpg,107_Q01995_3872_2.jpg,107_Q01995_3872_3.jpg,Are you interested in government offcials from cass county missouri?,I have some other interests related to the historical aspects of the area.,Q04125,107_Q04125_183_1.jpg,107_Q04125_183_2.jpg,107_Q04125_183_3.jpg,Do you want to see the fair?,Not really. I need historical facts about Cass County.,Q04129,107_Q04129_187_1.jpg,107_Q04129_187_2.jpg,107_Q04129_187_3.jpg
48,What elected offices did Ralph Owen Brewster hold?,F0038,108,ralph owen brewster,Did you want to see other senators for Maine?,"No, I do not have any interest in that.",Q05495,108_Q05495_1553_1.jpg,108_Q05495_1553_2.jpg,108_Q05495_1553_3.jpg,who is ralph owen brewster,I am curious about the positions he held throughout his career.,Q03107,108_Q03107_1613_1.jpg,108_Q03107_1613_2.jpg,108_Q03107_1613_3.jpg,how old is ralph owen brewseter,I want to know what offices he held.,Q02547,108_Q02547_2777_1.jpg,108_Q02547_2777_2.jpg,108_Q02547_2777_3.jpg
49,What was the relationship between Howard Hughes and Ralph Owen Brewster?,F0039,108,ralph owen brewster,Are you interested in seeing ralph owen brewster artwork?,"No, I don't have a particular interest in that.",Q05499,108_Q05499_1557_1.jpg,108_Q05499_1557_2.jpg,108_Q05499_1557_3.jpg,what is ralph owen brewsters background,"I'm curious about the connections between different historical figures, but I don't have specific details on Brewster's background right now.",Q02799,108_Q02799_3147_1.jpg,108_Q02799_3147_2.jpg,108_Q02799_3147_3.jpg,Did you want to see other senators for Maine?,no but I want to know the relationship between Howard Hughes and Ralph Owen Brewster,Q05495,108_Q05495_1553_1.jpg,108_Q05495_1553_2.jpg,108_Q05495_1553_3.jpg
50,"What medical services are available at the Mayo Clinic in Jacksonville, FL?",F0040,109,mayo clinic jacksonville fl,would you like to know the phone number of mayo clinic jacksonville fl,"No, I’m not interested in that information.",Q03619,109_Q03619_1226_1.jpg,109_Q03619_1226_2.jpg,109_Q03619_1226_3.jpg,would you like to know more about the mayo clinic facilities and services,"Yes, I'm interested in learning about the services offered at the Jacksonville location.",Q03553,109_Q03553_236_1.jpg,109_Q03553_236_2.jpg,109_Q03553_236_3.jpg,are you located in jacksonville fl,"Yes, I want to know what medical services are available at the Mayo Clinic in Jacksonville, FL.",Q00588,109_Q00588_209_1.jpg,109_Q00588_209_2.jpg,109_Q00588_209_3.jpg
51,"Find the contact information for the Mayo Clinic in Jacksonville, FL.",F0042,109,mayo clinic jacksonville fl,is this an emergency,"No, I am looking for the contact details for the Mayo Clinic in Jacksonville, FL.",Q02628,109_Q02628_51_1.jpg,109_Q02628_51_2.jpg,109_Q02628_51_3.jpg,is there a medical condition that you are looking heal,I’m primarily interested in finding specific contact details for a local medical facility.,Q02588,109_Q02588_1331_1.jpg,109_Q02588_1331_2.jpg,109_Q02588_1331_3.jpg,which treatments are you looking for at mayo clinic jacksonville fl,"No, I'm looking for contact information for the Mayo Clinic in Jacksonville.",Q03082,109_Q03082_3732_1.jpg,109_Q03082_3732_2.jpg,109_Q03082_3732_3.jpg
52,"Find the contact information for the Mayo Clinic in Jacksonville, FL.",F0042,109,mayo clinic jacksonville fl,Are you interested in the buildings at the mayo clinic?,"No, I am not interested in that aspect.",Q04548,109_Q04548_606_1.jpg,109_Q04548_606_2.jpg,109_Q04548_606_3.jpg,would you like to know more about the mayo clinic facilities and services,I'm interested in some specific details about the Mayo Clinic.,Q03553,109_Q03553_236_1.jpg,109_Q03553_236_2.jpg,109_Q03553_236_3.jpg,which department are you interested in at mayo clinic jacksonville fl,I need to reach the contact info for this clinic.,Q03020,109_Q03020_393_1.jpg,109_Q03020_393_2.jpg,109_Q03020_393_3.jpg
53,"Find the contact information for the Mayo Clinic in Jacksonville, FL.",F0042,109,mayo clinic jacksonville fl,is there a medical condition that you are looking heal,"No, I am not seeking any medical information at this time.",Q02588,109_Q02588_1331_1.jpg,109_Q02588_1331_2.jpg,109_Q02588_1331_3.jpg,what time are you wanting to visit this clinic,I'm not sure about the timing yet; I just need to get in touch with them first.,Q02894,109_Q02894_2632_1.jpg,109_Q02894_2632_2.jpg,109_Q02894_2632_3.jpg,would you like to know the address of mayo clinic jacksonville fl,"Yes, I would like to find the contact information for the Mayo Clinic in Jacksonville, FL.",Q03575,109_Q03575_146_1.jpg,109_Q03575_146_2.jpg,109_Q03575_146_3.jpg
54,"Find the contact information for the Mayo Clinic in Jacksonville, FL.",F0042,109,mayo clinic jacksonville fl,is there a medical condition that you are looking heal,"No, I am not currently seeking medical assistance.",Q02588,109_Q02588_1331_1.jpg,109_Q02588_1331_2.jpg,109_Q02588_1331_3.jpg,what time are you wanting to visit this clinic,"I’m not sure about the timing yet, but I’m looking for the right contact details first.",Q02894,109_Q02894_2632_1.jpg,109_Q02894_2632_2.jpg,109_Q02894_2632_3.jpg,would you like to know the address of mayo clinic jacksonville fl,"Yes, I'd like to find the contact information for the Mayo Clinic in Jacksonville, FL.",Q03575,109_Q03575_146_1.jpg,109_Q03575_146_2.jpg,109_Q03575_146_3.jpg
55,"Housing information for outpatients of the Mayo Clinic in Jacksonville, FL.",F0043,109,mayo clinic jacksonville fl,are you interested in jobs at mayo clinic jacksonville fl,"No, I am not currently exploring job opportunities at the Mayo Clinic in Jacksonville, FL.",Q00256,109_Q00256_1560_1.jpg,109_Q00256_1560_2.jpg,109_Q00256_1560_3.jpg,is this an emergency,"I have a specific interest in locating housing options associated with a medical facility in Jacksonville, FL.",Q02628,109_Q02628_51_1.jpg,109_Q02628_51_2.jpg,109_Q02628_51_3.jpg,would you like to know the phone number of mayo clinic jacksonville fl,"I'm more concerned about the housing information for outpatients of the Mayo Clinic in Jacksonville, FL.",Q03619,109_Q03619_1226_1.jpg,109_Q03619_1226_2.jpg,109_Q03619_1226_3.jpg
56,"Housing information for outpatients of the Mayo Clinic in Jacksonville, FL.",F0043,109,mayo clinic jacksonville fl,what time are you wanting to visit this clinic,"No, I am focused on finding housing information for outpatients at the clinic.",Q02894,109_Q02894_2632_1.jpg,109_Q02894_2632_2.jpg,109_Q02894_2632_3.jpg,would you like to know the phone number of mayo clinic jacksonville fl,I have some questions about accommodations for visitors to the clinic.,Q03619,109_Q03619_1226_1.jpg,109_Q03619_1226_2.jpg,109_Q03619_1226_3.jpg,is there a medical condition that you are looking heal,Where do people at the mayo clinic in jacksonville fl stay.,Q02588,109_Q02588_1331_1.jpg,109_Q02588_1331_2.jpg,109_Q02588_1331_3.jpg
57,Who are some companies that offer GMAT prep classes?,F0044,11,gmat prep classes,are you looking for a specific web site,"No, I am not looking for a specific website.",Q00697,11_Q00697_1356_1.jpg,11_Q00697_1356_2.jpg,11_Q00697_1356_3.jpg,Would you like some GMAT preparation tips?,"I'm not really interested in tips at the moment, but I'm exploring options for preparation.",Q04747,11_Q04747_805_1.jpg,11_Q04747_805_2.jpg,11_Q04747_805_3.jpg,any specific company on your mind,I'm curious about which companies offer GMAT prep classes.,Q00006,11_Q00006_1983_1.jpg,11_Q00006_1983_2.jpg,11_Q00006_1983_3.jpg
58,I'm looking for some free sample GMAT exams to practice on.,F0045,11,gmat prep classes,would you like to see the most effective methods of gmat prep,"No, I'm not interested in that right now.",Q03901,11_Q03901_2706_1.jpg,11_Q03901_2706_2.jpg,11_Q03901_2706_3.jpg,would you like to know what distinguishes gmat from gre,I am primarily interested in getting some practice materials.,Q03652,11_Q03652_1570_1.jpg,11_Q03652_1570_2.jpg,11_Q03652_1570_3.jpg,Do you also want information on GRE preparation?,Yes but I only need free sample GMAT exams to practice on.,Q04748,11_Q04748_806_1.jpg,11_Q04748_806_2.jpg,11_Q04748_806_3.jpg
59,I'm looking for some free sample GMAT exams to practice on.,F0045,11,gmat prep classes,Are you looking for online gmat prep classes?,"No, I'm not interested in online GMAT prep classes.",Q04746,11_Q04746_804_1.jpg,11_Q04746_804_2.jpg,11_Q04746_804_3.jpg,do you want to know a list of top gmat prep classes,I’m primarily focused on accessing some practice exams right now.,Q01962,11_Q01962_640_1.jpg,11_Q01962_640_2.jpg,11_Q01962_640_3.jpg,do you feel unprepared for the gmat test,I'd like sample tests for practice.,Q01524,11_Q01524_1811_1.jpg,11_Q01524_1811_2.jpg,11_Q01524_1811_3.jpg
60,I'm looking for some free sample GMAT exams to practice on.,F0045,11,gmat prep classes,would you like to see the most effective methods of gmat prep,"No, I'm not interested in that at the moment.",Q03901,11_Q03901_2706_1.jpg,11_Q03901_2706_2.jpg,11_Q03901_2706_3.jpg,do you want to know a list of top gmat prep classes,"I'm primarily interested in practicing for the GMAT, but I'm not looking for prep classes.",Q01962,11_Q01962_640_1.jpg,11_Q01962_640_2.jpg,11_Q01962_640_3.jpg,what score would you like to achieve on the gmat test,Well I'm not sure but I want to look for free sample GMAT exams to practice with.,Q02870,11_Q02870_2082_1.jpg,11_Q02870_2082_2.jpg,11_Q02870_2082_3.jpg
61,I'd like to find some tips to help me do well on the GMAT.,F0046,11,gmat prep classes,what score would you like to achieve on the gmat test,"No, I am not focusing on achieving a specific score at the moment.",Q02870,11_Q02870_2082_1.jpg,11_Q02870_2082_2.jpg,11_Q02870_2082_3.jpg,would you like to see the most effective methods of gmat prep,"For now, I'm seeking some guidance that could enhance my performance on the GMAT.",Q03901,11_Q03901_2706_1.jpg,11_Q03901_2706_2.jpg,11_Q03901_2706_3.jpg,do you want to know a list of top gmat prep classes,I'm more interested in finding some tips to help me do well on the GMAT rather than just a list of prep classes.,Q01962,11_Q01962_640_1.jpg,11_Q01962_640_2.jpg,11_Q01962_640_3.jpg
62,I'd like to find some tips to help me do well on the GMAT.,F0046,11,gmat prep classes,what score would you like to achieve on the gmat test,"No, I'm focused on learning tips for preparing for the GMAT.",Q02870,11_Q02870_2082_1.jpg,11_Q02870_2082_2.jpg,11_Q02870_2082_3.jpg,would you like to know what distinguishes gmat from gre,I am exploring tips and strategies to improve my performance.,Q03652,11_Q03652_1570_1.jpg,11_Q03652_1570_2.jpg,11_Q03652_1570_3.jpg,are you looking for a specific web site,Which website is best for someone trying to prepare?,Q00697,11_Q00697_1356_1.jpg,11_Q00697_1356_2.jpg,11_Q00697_1356_3.jpg
63,I'd like to find some tips to help me do well on the GMAT.,F0046,11,gmat prep classes,Do you also want information on GRE preparation?,"No, I am focused solely on GMAT preparation right now.",Q04748,11_Q04748_806_1.jpg,11_Q04748_806_2.jpg,11_Q04748_806_3.jpg,would you like to know what distinguishes gmat from gre,I'm exploring various strategies to excel in a standardized test but I'm not focusing on specific comparisons right now.,Q03652,11_Q03652_1570_1.jpg,11_Q03652_1570_2.jpg,11_Q03652_1570_3.jpg,do you feel unprepared for the gmat test,Yes I do. That's why I need advice on how to do well.,Q01524,11_Q01524_1811_1.jpg,11_Q01524_1811_2.jpg,11_Q01524_1811_3.jpg
64,Take me to the VeritasPrep home page.,F0048,11,gmat prep classes,do you want to know the cost of a gmat prep class,"No, I'm not interested in the cost of a GMAT prep class right now.",Q02190,11_Q02190_1091_1.jpg,11_Q02190_1091_2.jpg,11_Q02190_1091_3.jpg,do you want to know a list of top gmat prep classes,I am mainly interested in accessing a specific web page.,Q01962,11_Q01962_640_1.jpg,11_Q01962_640_2.jpg,11_Q01962_640_3.jpg,are you looking for some sample tests,No.,Q01019,11_Q01019_226_1.jpg,11_Q01019_226_2.jpg,11_Q01019_226_3.jpg
65,What's the difference between the GRE and the GMAT?,F0049,11,gmat prep classes,Would you like some GMAT preparation tips?,"No, I'm not interested in those at the moment.",Q04747,11_Q04747_805_1.jpg,11_Q04747_805_2.jpg,11_Q04747_805_3.jpg,do you want to know a list of top gmat prep classes,"I am curious about the distinctions, but I haven't explored all the details yet.",Q01962,11_Q01962_640_1.jpg,11_Q01962_640_2.jpg,11_Q01962_640_3.jpg,do you feel unprepared for the gmat test,"No, I'm interested to know the difference between the GRE and the GMAT",Q01524,11_Q01524_1811_1.jpg,11_Q01524_1811_2.jpg,11_Q01524_1811_3.jpg
