id,facet,facet_id,topic_id,topic,question1,answer1,question_id1,image1_1,image1_2,image1_3,question2,answer2,question_id2,image2_1,image2_2,image2_3,question3,answer3,question_id3,image3_1,image3_2,image3_3,question4,answer4,question_id4,image4_1,image4_2,image4_3
61,Find a site where I can determine room price and availability.,F0011,101,ritz carlton lake las vegas,Are you interested in seeing pictures of the Ritz Carlton Lake?,I'm primarily looking to check prices and availability for a specific place.,Q04387,101_Q04387_445_1.jpg,101_Q04387_445_2.jpg,101_Q04387_445_3.jpg,are you wondering where the ritz carlton in las vegas is located,No.,Q01457,101_Q01457_425_1.jpg,101_Q01457_425_2.jpg,101_Q01457_425_3.jpg,,,,,,,,,,,,
62,Find directions to the Ritz Carlton Lake Las Vegas.,F0012,101,ritz carlton lake las vegas,are you wondering where the ritz carlton in las vegas is located,"I'm not entirely sure of the location, but I'm interested in getting specific directions.",Q01457,101_Q01457_425_1.jpg,101_Q01457_425_2.jpg,101_Q01457_425_3.jpg,are you wanting the rates for the ritz carlton in las vegas,"No, i just need directions on how to get there.",Q01401,101_Q01401_2260_1.jpg,101_Q01401_2260_2.jpg,101_Q01401_2260_3.jpg,,,,,,,,,,,,
63,Find directions to the Ritz Carlton Lake Las Vegas.,F0012,101,ritz carlton lake las vegas,Are you interested in the price of the Ritz Carlton in Las Vegas?,"I’m primarily looking for directions, but I’m also open to other information about the area.",Q04390,101_Q04390_448_1.jpg,101_Q04390_448_2.jpg,101_Q04390_448_3.jpg,are you wondering where the ritz carlton in las vegas is located,"No, I'm just looking for directions to the Ritz-Carlton.",Q01457,101_Q01457_425_1.jpg,101_Q01457_425_2.jpg,101_Q01457_425_3.jpg,,,,,,,,,,,,
64,Find reviews of the Ritz Carlton Lake Las Vegas.,F0013,101,ritz carlton lake las vegas,would you like the location of the ritz carlton lake las vegas,"I'm primarily interested in finding reviews, but I'm not specifically focused on the location details.",Q03282,101_Q03282_259_1.jpg,101_Q03282_259_2.jpg,101_Q03282_259_3.jpg,would you like to know the capacity of ritz carlton lake las vegas,"No, I just want reviews for it.",Q03582,101_Q03582_2711_1.jpg,101_Q03582_2711_2.jpg,101_Q03582_2711_3.jpg,,,,,,,,,,,,
65,Find reviews of the Ritz Carlton Lake Las Vegas.,F0013,101,ritz carlton lake las vegas,Are you interested in the history of the Ritz Carlton in Las Vegas?,I'm more interested in reading guest experiences and feedback rather than the hotel's past.,Q04392,101_Q04392_450_1.jpg,101_Q04392_450_2.jpg,101_Q04392_450_3.jpg,Are you interested in seeing pictures of the Ritz Carlton Lake?,No. I'm looking for reviews of that hotel.,Q04387,101_Q04387_445_1.jpg,101_Q04387_445_2.jpg,101_Q04387_445_3.jpg,,,,,,,,,,,,
66,"Where is Fickle Creek Farm, and how can I go there?",F0015,102,fickle creek farm,Would you like information about sustainable farming?,I’m not quite focused on that aspect at the moment.,Q04101,102_Q04101_159_1.jpg,102_Q04101_159_2.jpg,102_Q04101_159_3.jpg,do you want to know the animal population at fickle creek farm,"Well no, I want to know the location and how I can go there",Q02174,102_Q02174_1782_1.jpg,102_Q02174_1782_2.jpg,102_Q02174_1782_3.jpg,,,,,,,,,,,,
67,What products do they grow and/or raise there?,F0016,102,fickle creek farm,Would you like to see pictures of the farm?,"I'm not certain at the moment, but I do have some ideas I'm exploring.",Q04104,102_Q04104_162_1.jpg,102_Q04104_162_2.jpg,102_Q04104_162_3.jpg,Would you like to see produce?,"Sure, I want to see what products they raise or grow there.",Q04105,102_Q04105_163_1.jpg,102_Q04105_163_2.jpg,102_Q04105_163_3.jpg,,,,,,,,,,,,
68,Find information about staying at the bed and breakfast at Fickle Creek Farm.,F0018,102,fickle creek farm,are you looking for a place which sales products from fickle creek farm,"I'm interested in finding a place to stay, not necessarily looking for products.",Q00656,102_Q00656_3766_1.jpg,102_Q00656_3766_2.jpg,102_Q00656_3766_3.jpg,do you want to know the location of fickle creek farm,"No, I'd like to know about lodging.",Q02217,102_Q02217_2884_1.jpg,102_Q02217_2884_2.jpg,102_Q02217_2884_3.jpg,,,,,,,,,,,,
69,Find information about staying at the bed and breakfast at Fickle Creek Farm.,F0018,102,fickle creek farm,are you looking for a place which sales products from fickle creek farm,"I’m interested in a place to stay, but I’m not looking for products at the moment.",Q00656,102_Q00656_3766_1.jpg,102_Q00656_3766_2.jpg,102_Q00656_3766_3.jpg,Would you like information about sustainable farming?,"No, I am looking for information about staying at the Bed And Breakfast at Fickle Creek Farm.",Q04101,102_Q04101_159_1.jpg,102_Q04101_159_2.jpg,102_Q04101_159_3.jpg,,,,,,,,,,,,
70,Find information about staying at the bed and breakfast at Fickle Creek Farm.,F0018,102,fickle creek farm,Do you want to know about the Fickle Creek Farm store?,"I'm primarily interested in information about accommodations, but I'm not currently looking into the store.",Q04102,102_Q04102_160_1.jpg,102_Q04102_160_2.jpg,102_Q04102_160_3.jpg,are you looking for information about staying at fickle creek farm,I'm interested in information about staying at the bed and breakfast at Fickle Creek Farm.,Q00878,102_Q00878_2779_1.jpg,102_Q00878_2779_2.jpg,102_Q00878_2779_3.jpg,,,,,,,,,,,,
71,Find historical information about Madam C. J. Walker.,F0019,103,madam cj walker,are you looking for sarah breedlove,"I'm interested in gathering some historical context, but I'm not specifically focusing on one person at the moment.",Q01003,103_Q01003_2301_1.jpg,103_Q01003_2301_2.jpg,103_Q01003_2301_3.jpg,do you want to know what madam cj walker is famous for,YES,Q02291,103_Q02291_2998_1.jpg,103_Q02291_2998_2.jpg,103_Q02291_2998_3.jpg,,,,,,,,,,,,
72,Find historical information about Madam C. J. Walker.,F0019,103,madam cj walker,would you like to see more early africanamerican entrepeneurs,I'm mainly interested in learning about notable figures in African American history.,Q03860,103_Q03860_3723_1.jpg,103_Q03860_3723_2.jpg,103_Q03860_3723_3.jpg,do you want to know what madam cj walker invented,"Sure, and I want to know other historical information about her too.",Q02290,103_Q02290_1055_1.jpg,103_Q02290_1055_2.jpg,103_Q02290_1055_3.jpg,,,,,,,,,,,,
73,Find historical information about Madam C. J. Walker.,F0019,103,madam cj walker,would you like to see more early africanamerican entrepeneurs,I am more interested in learning about a specific individual and their impact rather than exploring broader topics.,Q03860,103_Q03860_3723_1.jpg,103_Q03860_3723_2.jpg,103_Q03860_3723_3.jpg,do you want to know what madam cj walker invented,"Sure, and I want to know other historical information about her too.",Q02290,103_Q02290_1055_1.jpg,103_Q02290_1055_2.jpg,103_Q02290_1055_3.jpg,,,,,,,,,,,,
74,Find historical information about Madam C. J. Walker.,F0019,103,madam cj walker,would you like to know about madam cj walkers products,I'm interested in learning more about her contributions and impact.,Q03397,103_Q03397_3092_1.jpg,103_Q03397_3092_2.jpg,103_Q03397_3092_3.jpg,Do you want to learn some interesting facts about Madam C. J. Walker?,Yes. I would like historical information about Madam C.J. Walker.,Q05483,103_Q05483_1541_1.jpg,103_Q05483_1541_2.jpg,103_Q05483_1541_3.jpg,,,,,,,,,,,,
75,Find historical information about Madam C. J. Walker.,F0019,103,madam cj walker,would you like to see facts about madam cj walkers early life,"I might have some insights into her life, but I can't guarantee a comprehensive account.",Q03842,103_Q03842_1755_1.jpg,103_Q03842_1755_2.jpg,103_Q03842_1755_3.jpg,would you like to know about madam cj walkers products,"No, I want historical information about her. Tell me more about the middle photo.",Q03397,103_Q03397_3092_1.jpg,103_Q03397_3092_2.jpg,103_Q03397_3092_3.jpg,,,,,,,,,,,,
76,Find information about the business that C. J. Walker started.,F0020,103,madam cj walker,would you like to see examples of walkers impact on current hair styling,"I'm interested in understanding more about the historical influence of C. J. Walker, but I'm not quite sure how it connects to present-day styles.",Q03841,103_Q03841_315_1.jpg,103_Q03841_315_2.jpg,103_Q03841_315_3.jpg,do you want to know what madam cj walker invented,I want to know about this business she started.,Q02290,103_Q02290_1055_1.jpg,103_Q02290_1055_2.jpg,103_Q02290_1055_3.jpg,,,,,,,,,,,,
77,Find information about the business that C. J. Walker started.,F0020,103,madam cj walker,are you looking for sarah breedlove,I'm interested in learning more about a specific business venture.,Q01003,103_Q01003_2301_1.jpg,103_Q01003_2301_2.jpg,103_Q01003_2301_3.jpg,would you like to know about walkers method of perming hair,Tell me about her business.,Q03436,103_Q03436_1241_1.jpg,103_Q03436_1241_2.jpg,103_Q03436_1241_3.jpg,,,,,,,,,,,,
78,Find information about C. J. Walker's involvement in the political and social issues of her day.,F0021,103,madam cj walker,would you like to see more early africanamerican entrepeneurs,I'm interested in understanding more about early African American entrepreneurs and their contributions.,Q03860,103_Q03860_3723_1.jpg,103_Q03860_3723_2.jpg,103_Q03860_3723_3.jpg,would you like to know about madam cj walkers products,"No, i'm looking for information about her involvement in the political and social issues of her day.",Q03397,103_Q03397_3092_1.jpg,103_Q03397_3092_2.jpg,103_Q03397_3092_3.jpg,,,,,,,,,,,,
79,Find information about C. J. Walker's involvement in the political and social issues of her day.,F0021,103,madam cj walker,Are you interested in photos of madam cj walker?,I'm more interested in learning about her impact on political and social issues than in photographs.,Q05485,103_Q05485_1543_1.jpg,103_Q05485_1543_2.jpg,103_Q05485_1543_3.jpg,Do you want to learn some interesting facts about Madam C. J. Walker?,Sure. I want to know how she was involved in political and social issues of her day.,Q05483,103_Q05483_1541_1.jpg,103_Q05483_1541_2.jpg,103_Q05483_1541_3.jpg,,,,,,,,,,,,
80,Find information about C. J. Walker's involvement in the political and social issues of her day.,F0021,103,madam cj walker,would you like to know the birthplace of madam cj walker,I'm more interested in her actions regarding the issues of her time rather than personal details.,Q03581,103_Q03581_2127_1.jpg,103_Q03581_2127_2.jpg,103_Q03581_2127_3.jpg,are you looking for any specific information about the business she started,No.,Q00744,103_Q00744_431_1.jpg,103_Q00744_431_2.jpg,103_Q00744_431_3.jpg,,,,,,,,,,,,
81,Find information about C. J. Walker's involvement in the political and social issues of her day.,F0021,103,madam cj walker,Would you like to know about the self made millionaire?,I’m interested in learning about her impact and contributions to important social issues of her time.,Q05486,103_Q05486_1544_1.jpg,103_Q05486_1544_2.jpg,103_Q05486_1544_3.jpg,Do you want to learn about how Madam C. J. Walker made her fortune?,"No, I want information about her involvement in the political and social issues at her time.",Q05484,103_Q05484_1542_1.jpg,103_Q05484_1542_2.jpg,103_Q05484_1542_3.jpg,,,,,,,,,,,,
82,Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,Do you want to see forms from Indiana child support?,I have some other resources in mind that I'm prioritizing over forms.,Q05212,104_Q05212_1270_1.jpg,104_Q05212_1270_2.jpg,104_Q05212_1270_3.jpg,are you interested in a calculator for child support payments,"Not really, I'm interested in the official legal rules and procedures pertaining to child support in Indiana.",Q00075,104_Q00075_3007_1.jpg,104_Q00075_3007_2.jpg,104_Q00075_3007_3.jpg,,,,,,,,,,,,
83,Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,do you want wording of child support laws,"I'm seeking some information regarding legal processes, but I'm not entirely sure where to start.",Q02467,104_Q02467_3196_1.jpg,104_Q02467_3196_2.jpg,104_Q02467_3196_3.jpg,Do you want to see forms from Indiana child support?,"no, I'm interested in the official legal rules and procedures pertaining to child support in Indiana.",Q05212,104_Q05212_1270_1.jpg,104_Q05212_1270_2.jpg,104_Q05212_1270_3.jpg,,,,,,,,,,,,
84,Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,do you want wording of child support laws,"I'm interested in understanding the regulations, but I'm not looking for all the specifics right now.",Q02467,104_Q02467_3196_1.jpg,104_Q02467_3196_2.jpg,104_Q02467_3196_3.jpg,are you interested in a calculator for child support payments,"Not really, I'm interested in the official legal rules and procedures pertaining to child support in Indiana.",Q00075,104_Q00075_3007_1.jpg,104_Q00075_3007_2.jpg,104_Q00075_3007_3.jpg,,,,,,,,,,,,
85,Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,would you like details on how to pay child support,"I'm interested in the rules for a specific state, as the information from the other source doesn't apply.",Q03198,104_Q03198_2468_1.jpg,104_Q03198_2468_2.jpg,104_Q03198_2468_3.jpg,do you owe child support in indiana,I want to know the laws on it.,Q01744,104_Q01744_2389_1.jpg,104_Q01744_2389_2.jpg,104_Q01744_2389_3.jpg,,,,,,,,,,,,
86,Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,do you owe child support in indiana,I'm trying to understand my situation better.,Q01744,104_Q01744_2389_1.jpg,104_Q01744_2389_2.jpg,104_Q01744_2389_3.jpg,are you interested in indiana child support,yes,Q00248,104_Q00248_2000_1.jpg,104_Q00248_2000_2.jpg,104_Q00248_2000_3.jpg,,,,,,,,,,,,
87,Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,would you like details on how to pay child support,"I’m interested in the rules for child support in Indiana, not the information from another state that’s mentioned.",Q03198,104_Q03198_2468_1.jpg,104_Q03198_2468_2.jpg,104_Q03198_2468_3.jpg,do you owe child support in indiana,I want to know the laws on it.,Q01744,104_Q01744_2389_1.jpg,104_Q01744_2389_2.jpg,104_Q01744_2389_3.jpg,,,,,,,,,,,,
88,Help me calculate my child support obligation in Indiana.,F0023,104,indiana child support,Would you like to know how to make child support payments in Indiana?,I'm really just trying to figure out my obligations without getting into the payment methods right now.,Q05208,104_Q05208_1266_1.jpg,104_Q05208_1266_2.jpg,104_Q05208_1266_3.jpg,Would you like to gather information on Indiana child support?,"Yes, I would like to calculate what I would owe in child support.",Q05211,104_Q05211_1269_1.jpg,104_Q05211_1269_2.jpg,104_Q05211_1269_3.jpg,,,,,,,,,,,,
89,Help me calculate my child support obligation in Indiana.,F0023,104,indiana child support,Would you like to know how to make child support payments in Indiana?,I'm primarily interested in understanding my obligations rather than the payment process itself.,Q05208,104_Q05208_1266_1.jpg,104_Q05208_1266_2.jpg,104_Q05208_1266_3.jpg,Would you like to gather information on Indiana child support?,"Yes, I would like to calculate what I would owe in child support.",Q05211,104_Q05211_1269_1.jpg,104_Q05211_1269_2.jpg,104_Q05211_1269_3.jpg,,,,,,,,,,,,
90,Find law firms that offer services relevant to child support in Indiana.,F0024,104,indiana child support,Would you like to find out about filling for child support in Indiana?,"I'm not currently interested in applying for child support, but I might need information related to legal services in that area.",Q05210,104_Q05210_1268_1.jpg,104_Q05210_1268_2.jpg,104_Q05210_1268_3.jpg,which counties law would you like clarification on,"I'm not looking for information about laws, I want to find a law firm.",Q03015,104_Q03015_1214_1.jpg,104_Q03015_1214_2.jpg,104_Q03015_1214_3.jpg,,,,,,,,,,,,
