id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3,question4,answer4,id_4,image4_1,image4_2,image4_3
35,"retailers, including price information, of the HP Mini 2140 notebook computer",F0060,113,hp mini 2140,do you need information on accessories for the hp mini 2140,"No, that's not something I'm looking for.  ",Q01649,113_Q01649_2618_1.jpg,113_Q01649_2618_2.jpg,113_Q01649_2618_3.jpg,are you trying to know the warranty period of hp mini 2140,"No, I’m not interested in that aspect.",Q01379,113_Q01379_2809_1.jpg,113_Q01379_2809_2.jpg,113_Q01379_2809_3.jpg,Are you looking for the battery of a HP Mini 2140?,I have some interest in knowing about retailers and pricing details related to the HP Mini 2140.,Q04110,113_Q04110_168_1.jpg,113_Q04110_168_2.jpg,113_Q04110_168_3.jpg,do you want to know the specs of hp mini 2140,"I'm interested in retailers, including price information, of the HP Mini 2140 notebook computer",Q02246,113_Q02246_3553_1.jpg,113_Q02246_3553_2.jpg,113_Q02246_3553_3.jpg
36,"retailers, including price information, of the HP Mini 2140 notebook computer",F0060,113,hp mini 2140,do you need information on accessories for the hp mini 2140,"No, that's not something I'm focused on right now.  ",Q01649,113_Q01649_2618_1.jpg,113_Q01649_2618_2.jpg,113_Q01649_2618_3.jpg,are you trying to know the warranty period of hp mini 2140,"No, that's not part of my current interests.",Q01379,113_Q01379_2809_1.jpg,113_Q01379_2809_2.jpg,113_Q01379_2809_3.jpg,Would you like to see photos of the hp mini 2140 battery?,I am interested in learning more about the notebook computer specifically.,Q04108,113_Q04108_166_1.jpg,113_Q04108_166_2.jpg,113_Q04108_166_3.jpg,do you want to know the price of hp mini 2140,"Yes, I want to know the price information from retailers for the HP Mini 2140 notebook computer.",Q02238,113_Q02238_1264_1.jpg,113_Q02238_1264_2.jpg,113_Q02238_1264_3.jpg
37,"retailers, including price information, of the HP Mini 2140 notebook computer",F0060,113,hp mini 2140,do you need information on accessories for the hp mini 2140,"No, I'm not interested in that information.  ",Q01649,113_Q01649_2618_1.jpg,113_Q01649_2618_2.jpg,113_Q01649_2618_3.jpg,do you want to download drivers for the hp mini 2140,"No, I have another focus at the moment.",Q01926,113_Q01926_162_1.jpg,113_Q01926_162_2.jpg,113_Q01926_162_3.jpg,Would you like to see photos of the hp mini 2140 battery?,"I'm not particularly interested in photos at this time, but I am exploring related information.",Q04108,113_Q04108_166_1.jpg,113_Q04108_166_2.jpg,113_Q04108_166_3.jpg,are you looking for the nearest store you can buy hp mini 2140,i would like a list of the closest retailers and a link to the product page.,Q01086,113_Q01086_3302_1.jpg,113_Q01086_3302_2.jpg,113_Q01086_3302_3.jpg
38,product reviews for the HP Mini 2140 notebook computer,F0061,113,hp mini 2140,do you want to know the specs of hp mini 2140,"No, I'm not currently interested in that information.  ",Q02246,113_Q02246_3553_1.jpg,113_Q02246_3553_2.jpg,113_Q02246_3553_3.jpg,Would you like to see photos of the hp mini 2140 battery?,"No, that's not something I'm looking for right now.",Q04108,113_Q04108_166_1.jpg,113_Q04108_166_2.jpg,113_Q04108_166_3.jpg,do you want to know the price of hp mini 2140,I am interested in both the price and some feedback about the product.,Q02238,113_Q02238_1264_1.jpg,113_Q02238_1264_2.jpg,113_Q02238_1264_3.jpg,Would you like to see the AC charger for the HP Mini 2140?,"no, product reviews",Q04111,113_Q04111_169_1.jpg,113_Q04111_169_2.jpg,113_Q04111_169_3.jpg
39,information about Indian tribes that used adobe houses,F0064,114,adobe indian houses,do you wish to know the location of native american houses,"No, I'm not interested in that aspect at the moment.  ",Q02475,114_Q02475_2562_1.jpg,114_Q02475_2562_2.jpg,114_Q02475_2562_3.jpg,do you want to know what adobe indian houses are made out of,"No, I am more focused on other details right now.",Q02264,114_Q02264_1337_1.jpg,114_Q02264_1337_2.jpg,114_Q02264_1337_3.jpg,are you looking for pictures of adobe indian houses,I'm more interested in learning about the cultural aspects and history related to those structures.,Q00971,114_Q00971_1796_1.jpg,114_Q00971_1796_2.jpg,114_Q00971_1796_3.jpg,Do you want to see Pueblo adobe houses?,"Yes, I'd like to learn more about the Indian tribes that used adobe houses and see some Pueblo adobe houses.",Q04092,114_Q04092_150_1.jpg,114_Q04092_150_2.jpg,114_Q04092_150_3.jpg
40,types of research projects performed at PNL,F0067,115,pacific northwest laboratory,Did you also want to see inside of the Pacific Northwest Laboratory?,"No, I have other priorities at the moment.  ",Q05418,115_Q05418_1476_1.jpg,115_Q05418_1476_2.jpg,115_Q05418_1476_3.jpg,do you need the address or location for the company,"No, I am focusing on different aspects right now.",Q01692,115_Q01692_3048_1.jpg,115_Q01692_3048_2.jpg,115_Q01692_3048_3.jpg,do you need information on employment opportunities,"I am not specifically seeking employment opportunities at the moment, but I am interested in learning more about the types of projects being conducted.",Q01652,115_Q01652_314_1.jpg,115_Q01652_314_2.jpg,115_Q01652_314_3.jpg,Would like to know the projects being worked on pacific northwest laboratory?,I would like to know the types of research projects performed at PNL.,Q05422,115_Q05422_1480_1.jpg,115_Q05422_1480_2.jpg,115_Q05422_1480_3.jpg
41,types of research projects performed at PNL,F0067,115,pacific northwest laboratory,are you looking for lab jobs,Not at this time.  ,Q00925,115_Q00925_3009_1.jpg,115_Q00925_3009_2.jpg,115_Q00925_3009_3.jpg,are you referring to the lab in seattle,"No, that's not the case.",Q01266,115_Q01266_2961_1.jpg,115_Q01266_2961_2.jpg,115_Q01266_2961_3.jpg,do you seek further information on lab breeders,"I am looking into various aspects of research projects, but this specific area isn’t my focus right now.",Q01748,115_Q01748_1251_1.jpg,115_Q01748_1251_2.jpg,115_Q01748_1251_3.jpg,are you referring to the specific company,"Yes, this is the compnay. I wan tto know about research done here.",Q01284,115_Q01284_2995_1.jpg,115_Q01284_2995_2.jpg,115_Q01284_2995_3.jpg
42,home page of the Pacific Northwest National Laboratory,F0068,115,pacific northwest laboratory,Did you also want to see inside of the Pacific Northwest Laboratory?,"No, I'm not interested in that.  ",Q05418,115_Q05418_1476_1.jpg,115_Q05418_1476_2.jpg,115_Q05418_1476_3.jpg,do you need the address or location for the company,"No, I prefer to focus on the online presence instead.",Q01692,115_Q01692_3048_1.jpg,115_Q01692_3048_2.jpg,115_Q01692_3048_3.jpg,do you seek further information on lab breeders,"The images are intriguing, but my primary goal is to access the lab's homepage.",Q01748,115_Q01748_1251_1.jpg,115_Q01748_1251_2.jpg,115_Q01748_1251_3.jpg,do you need information on employment opportunities,"Yes, I am looking for information on employment opportunities at the Pacific Northwest National Laboratory.",Q01652,115_Q01652_314_1.jpg,115_Q01652_314_2.jpg,115_Q01652_314_3.jpg
43,information about the scientific user facilities of the laboratory,F0069,115,pacific northwest laboratory,are you looking for a specific representative in relation to the company,"No, that's not something I need right now.  ",Q00690,115_Q00690_3588_1.jpg,115_Q00690_3588_2.jpg,115_Q00690_3588_3.jpg,do you seek further information on lab breeders,"No, I'm not interested in pursuing that topic.",Q01748,115_Q01748_1251_1.jpg,115_Q01748_1251_2.jpg,115_Q01748_1251_3.jpg,Would you like to see a map of the campus?,"I'm not particularly interested in maps at the moment, but I do want to learn more about the facilities available.",Q05421,115_Q05421_1479_1.jpg,115_Q05421_1479_2.jpg,115_Q05421_1479_3.jpg,are you looking for jobs in richland,No. I'm wondering about the laboratory's scientific user facilities.,Q00918,115_Q00918_2156_1.jpg,115_Q00918_2156_2.jpg,115_Q00918_2156_3.jpg
44,Who operates (manages) PNL?,F0070,115,pacific northwest laboratory,is there any specific information that you would like to know about employment requirements at pnl,"No, I'm not interested in details about that.  ",Q02615,115_Q02615_518_1.jpg,115_Q02615_518_2.jpg,115_Q02615_518_3.jpg,Did you want to see the exterior of the Pacific Northwest Laboratory?,"No, that's not something I'm looking for.",Q05417,115_Q05417_1475_1.jpg,115_Q05417_1475_2.jpg,115_Q05417_1475_3.jpg,Did you want to see scientists from the Pacific Northwest Laboratory?,I'm curious about the management of this facility.,Q05419,115_Q05419_1477_1.jpg,115_Q05419_1477_2.jpg,115_Q05419_1477_3.jpg,are you referring to the specific company,I want to know who operates this place.,Q01284,115_Q01284_2995_1.jpg,115_Q01284_2995_2.jpg,115_Q01284_2995_3.jpg
45,Who operates (manages) PNL?,F0070,115,pacific northwest laboratory,Did you want to see the exterior of the Pacific Northwest Laboratory?,"No, that's not something I am interested in.  ",Q05417,115_Q05417_1475_1.jpg,115_Q05417_1475_2.jpg,115_Q05417_1475_3.jpg,Would you like to see a map of the campus?,"No, I have no need for that at the moment.",Q05421,115_Q05421_1479_1.jpg,115_Q05421_1479_2.jpg,115_Q05421_1479_3.jpg,are you referring to the lab in seattle,"Yes, that's correct.",Q01266,115_Q01266_2961_1.jpg,115_Q01266_2961_2.jpg,115_Q01266_2961_3.jpg,Did you want to see scientists from the Pacific Northwest Laboratory?,Who operates this place.,Q05419,115_Q05419_1477_1.jpg,115_Q05419_1477_2.jpg,115_Q05419_1477_3.jpg
46,Who operates (manages) PNL?,F0070,115,pacific northwest laboratory,are you looking for lab jobs,"No, that's not something I'm interested in.  ",Q00925,115_Q00925_3009_1.jpg,115_Q00925_3009_2.jpg,115_Q00925_3009_3.jpg,do you need information on employment opportunities,"No, I don't require that information.",Q01652,115_Q01652_314_1.jpg,115_Q01652_314_2.jpg,115_Q01652_314_3.jpg,do you need stock price values for the company,"I'm not focusing on stock prices at the moment, as I have other priorities in mind.",Q01684,115_Q01684_2409_1.jpg,115_Q01684_2409_2.jpg,115_Q01684_2409_3.jpg,do you need any specific information about pnl,"Yes, who manages it?",Q01601,115_Q01601_3601_1.jpg,115_Q01601_3601_2.jpg,115_Q01601_3601_3.jpg
47,How do I register as a tax preparer?,F0072,116,california franchise tax board,do you wish to do an entity search,"No, that’s not what I’m interested in.  ",Q02471,116_Q02471_2677_1.jpg,116_Q02471_2677_2.jpg,116_Q02471_2677_3.jpg,Are you looking for example letters pertaining to the California franchise tax board?,"No, that’s not what I’m looking for.",Q03946,116_Q03946_4_1.jpg,116_Q03946_4_2.jpg,116_Q03946_4_3.jpg,are you trying to login to the boards website,"I am looking for information about a specific process, but not for website access at the moment.",Q01382,116_Q01382_2558_1.jpg,116_Q01382_2558_2.jpg,116_Q01382_2558_3.jpg,do you want information on the tax board,No. I actually want to know how to register as a tax preparer.,Q01835,116_Q01835_2174_1.jpg,116_Q01835_2174_2.jpg,116_Q01835_2174_3.jpg
48,Find contact information for the California FTB.,F0073,116,california franchise tax board,do you wish to do an entity search,"No, that’s not what I’m looking for.  ",Q02471,116_Q02471_2677_1.jpg,116_Q02471_2677_2.jpg,116_Q02471_2677_3.jpg,Are you wanting California franchise tax board forms?,"No, that’s not my goal.",Q03944,116_Q03944_2_1.jpg,116_Q03944_2_2.jpg,116_Q03944_2_3.jpg,do you need specific forms to fill out,I'm mainly interested in understanding the requirements for this task.,Q01683,116_Q01683_147_1.jpg,116_Q01683_147_2.jpg,116_Q01683_147_3.jpg,Do you want their physical location?,"No, I'm primarily interested in finding contact information for the California FTB.",Q03942,116_Q03942_0_1.jpg,116_Q03942_0_2.jpg,116_Q03942_0_3.jpg
49,Find tax forms and other information on filing individual taxes.,F0074,116,california franchise tax board,do you want contact information for the board,"No, I am not looking for that type of information.  ",Q01796,116_Q01796_3934_1.jpg,116_Q01796_3934_2.jpg,116_Q01796_3934_3.jpg,Were you wanting to see the emblem/logo for the California franchise tax board?,"No, that's not what I need right now.",Q03945,116_Q03945_3_1.jpg,116_Q03945_3_2.jpg,116_Q03945_3_3.jpg,do you wish to do an entity search,I'm currently not interested in that aspect.,Q02471,116_Q02471_2677_1.jpg,116_Q02471_2677_2.jpg,116_Q02471_2677_3.jpg,Are you wanting California franchise tax board forms?,I am trying to find tax forms and other information on filing individual taxes.,Q03944,116_Q03944_2_1.jpg,116_Q03944_2_2.jpg,116_Q03944_2_3.jpg
50,Find tax forms and other information on filing individual taxes.,F0074,116,california franchise tax board,do you want to know their hours of operation,"No, that's not what I'm looking for right now.  ",Q02260,116_Q02260_2937_1.jpg,116_Q02260_2937_2.jpg,116_Q02260_2937_3.jpg,do you want information on the tax board,"No, that's not what I need at this moment.",Q01835,116_Q01835_2174_1.jpg,116_Q01835_2174_2.jpg,116_Q01835_2174_3.jpg,Do you want to know who runs the agency?,I'm primarily interested in finding the relevant forms and information for filing my individual taxes.,Q03943,116_Q03943_1_1.jpg,116_Q03943_1_2.jpg,116_Q03943_1_3.jpg,are you looking for legal forms,"Yes, I am looking to find tax forms and other information on filing individual taxes.",Q00929,116_Q00929_67_1.jpg,116_Q00929_67_2.jpg,116_Q00929_67_3.jpg
51,What specific health problems arise from exposure to asbestos?,F0075,117,dangers of asbestos,Are you interested in the effect of asbestos on human lungs?,"No, that’s not something I wish to explore.  ",Q05122,117_Q05122_1180_1.jpg,117_Q05122_1180_2.jpg,117_Q05122_1180_3.jpg,would you like to know about the dangers of asbestos removal,"No, I prefer to focus on other subjects.",Q03424,117_Q03424_3334_1.jpg,117_Q03424_3334_2.jpg,117_Q03424_3334_3.jpg,do you have any type of asbestos in mind when you ask about the dangers of asbestos,"I'm interested in understanding the health implications, but I'm not focusing on any particular type of asbestos right now.",Q01539,117_Q01539_1415_1.jpg,117_Q01539_1415_2.jpg,117_Q01539_1415_3.jpg,are you interested in learning about the symptoms associated with asbestos poisioning,"Yes, I am interested in learning about the specific health problems that arise from exposure to asbestos.",Q00283,117_Q00283_3283_1.jpg,117_Q00283_3283_2.jpg,117_Q00283_3283_3.jpg
52,Find basic information about the dangers of asbestos.,F0076,117,dangers of asbestos,are you referring of the dangers of asbestos in new or old houses,I'm not looking for information related to that.  ,Q01201,117_Q01201_1114_1.jpg,117_Q01201_1114_2.jpg,117_Q01201_1114_3.jpg,Do you want to know about asbesto?,"No, that's not my interest at the moment.",Q05124,117_Q05124_1182_1.jpg,117_Q05124_1182_2.jpg,117_Q05124_1182_3.jpg,Would you like information about mesothelioma?,I am interested in understanding more about the health implications associated with exposure to certain materials.,Q05123,117_Q05123_1181_1.jpg,117_Q05123_1181_2.jpg,117_Q05123_1181_3.jpg,Do you want to know where asbestos might be found?,"Yes, I want to find basic information about the dangers of asbestos, including where it might be found.",Q05121,117_Q05121_1179_1.jpg,117_Q05121_1179_2.jpg,117_Q05121_1179_3.jpg
